mcdi,base,alt,grammar,download_date,mcdi_id,category,avg_production,incl_reason,excl_reason
pig,pig,piggies,"dumb_plural, plural_noun",9/13/24,44,animals,0.69,,
pig,pig,piggies',"dumb_plural_possessive, plural_possessive",9/13/24,44,animals,0.69,,
pig,pig,piggy,"diminutive, singular_noun",9/13/24,44,animals,0.69,,
pig,pig,piggy's,possessive,9/13/24,44,animals,0.69,,
pig,pig,piggys,dumb_plural,9/13/24,44,animals,0.69,,
pig,pig,piggys',dumb_plural_possessive,9/13/24,44,animals,0.69,,
pig,pig,pigs,"dumb_plural, plural_noun",9/13/24,44,animals,0.69,,
pig,pig,pigs',"dumb_plural_possessive, plural_possessive",9/13/24,44,animals,0.69,,
pillow,pillow,pillow,singular_noun,9/13/24,243,household,0.58,,
pillow,pillow,pillow's,possessive,9/13/24,243,household,0.58,,
pillow,pillow,pillows,"dumb_plural, plural_noun",9/13/24,243,household,0.58,,
pillow,pillow,pillows',"dumb_plural_possessive, plural_possessive",9/13/24,243,household,0.58,,
pizza,pizza,pizza,singular_noun,9/13/24,134,food_drink,0.69,,
pizza,pizza,pizza's,possessive,9/13/24,134,food_drink,0.69,,
pizza,pizza,pizzas,"dumb_plural, plural_noun",9/13/24,134,food_drink,0.69,,
pizza,pizza,pizzas',"dumb_plural_possessive, plural_possessive",9/13/24,134,food_drink,0.69,,
plant,plant,plant,singular_noun,9/13/24,244,household,0.32,,
plant,plant,plant's,possessive,9/13/24,244,household,0.32,,
plant,plant,plants,"dumb_plural, plural_noun",9/13/24,244,household,0.32,,
plant,plant,plants',"dumb_plural_possessive, plural_possessive",9/13/24,244,household,0.32,,
plate,plate,plate,singular_noun,9/13/24,245,household,0.5,,
plate,plate,plate's,possessive,9/13/24,245,household,0.5,,
plate,plate,plates,"dumb_plural, plural_noun",9/13/24,245,household,0.5,,
plate,plate,plates',"dumb_plural_possessive, plural_possessive",9/13/24,245,household,0.5,,
play dough,play dough,play dough,singular_noun,9/13/24,83,toys,0.36,,
play dough,play dough,play dough's,possessive,9/13/24,83,toys,0.36,,
play dough,play dough,play doughs,"dumb_plural, plural_noun",9/13/24,83,toys,0.36,,
play dough,play dough,play doughs',"dumb_plural_possessive, plural_possessive",9/13/24,83,toys,0.36,,
play dough,play dough,play+dough,singular_noun,9/13/24,83,toys,0.36,,
play dough,play dough,play+dough's,possessive,9/13/24,83,toys,0.36,,
play dough,play dough,play+doughs,"dumb_plural, plural_noun",9/13/24,83,toys,0.36,,
play dough,play dough,play+doughs',"dumb_plural_possessive, plural_possessive",9/13/24,83,toys,0.36,,
play pen,play pen,play pen,singular_noun,9/13/24,279,furniture_rooms,0.08,,
play pen,play pen,play pen's,possessive,9/13/24,279,furniture_rooms,0.08,,
play pen,play pen,play pens,"dumb_plural, plural_noun",9/13/24,279,furniture_rooms,0.08,,
play pen,play pen,play pens',"dumb_plural_possessive, plural_possessive",9/13/24,279,furniture_rooms,0.08,,
play pen,play pen,play+pen,singular_noun,9/13/24,279,furniture_rooms,0.08,,
play pen,play pen,play+pen's,possessive,9/13/24,279,furniture_rooms,0.08,,
play pen,play pen,play+pens,"dumb_plural, plural_noun",9/13/24,279,furniture_rooms,0.08,,
play pen,play pen,play+pens',"dumb_plural_possessive, plural_possessive",9/13/24,279,furniture_rooms,0.08,,
playground,playground,play ground,"singular_noun, syntax-corrected",9/13/24,340,places,0.3,,
playground,playground,play ground's,possessive,9/13/24,340,places,0.3,,
playground,playground,play grounds,"dumb_plural, plural_noun",9/13/24,340,places,0.3,,
playground,playground,play grounds',"dumb_plural_possessive, plural_possessive",9/13/24,340,places,0.3,,
playground,playground,play+ground,"singular_noun, syntax-corrected",9/13/24,340,places,0.3,,
playground,playground,play+ground's,possessive,9/13/24,340,places,0.3,,
playground,playground,play+grounds,"dumb_plural, plural_noun",9/13/24,340,places,0.3,,
playground,playground,play+grounds',"dumb_plural_possessive, plural_possessive",9/13/24,340,places,0.3,,
playground,playground,playground,singular_noun,9/13/24,340,places,0.3,,
playground,playground,playground's,possessive,9/13/24,340,places,0.3,,
playground,playground,playgrounds,"dumb_plural, plural_noun",9/13/24,340,places,0.3,,
playground,playground,playgrounds',"dumb_plural_possessive, plural_possessive",9/13/24,340,places,0.3,,
police,police,police,singular_noun,9/13/24,372,people,0.19,,
police,police,police's,possessive,9/13/24,372,people,0.19,,
police,police,polices,"dumb_plural, plural_noun",9/13/24,372,people,0.19,,
police,police,polices',"dumb_plural_possessive, plural_possessive",9/13/24,372,people,0.19,,
pony,pony,ponies,plural_noun,9/13/24,45,animals,0.25,,
pony,pony,ponies',plural_possessive,9/13/24,45,animals,0.25,,
pony,pony,pony,singular_noun,9/13/24,45,animals,0.25,,
pony,pony,pony's,possessive,9/13/24,45,animals,0.25,,
pony,pony,ponys,dumb_plural,9/13/24,45,animals,0.25,,
pony,pony,ponys',dumb_plural_possessive,9/13/24,45,animals,0.25,,
pool,pool,pool,singular_noun,9/13/24,304,outside,0.49,,
pool,pool,pool's,possessive,9/13/24,304,outside,0.49,,
pool,pool,pools,"dumb_plural, plural_noun",9/13/24,304,outside,0.49,,
pool,pool,pools',"dumb_plural_possessive, plural_possessive",9/13/24,304,outside,0.49,,
soda/pop,pop,pop,singular_noun,9/13/24,146,food_drink,0.24,,
soda/pop,pop,pop's,possessive,9/13/24,146,food_drink,0.24,,
soda/pop,pop,pops,"dumb_plural, plural_noun",9/13/24,146,food_drink,0.24,,
soda/pop,pop,pops',"dumb_plural_possessive, plural_possessive",9/13/24,146,food_drink,0.24,,
popcorn,popcorn,pop corn,"singular_noun, syntax-corrected",9/13/24,135,food_drink,0.45,,
popcorn,popcorn,pop corn's,possessive,9/13/24,135,food_drink,0.45,,
popcorn,popcorn,pop corns,"dumb_plural, plural_noun",9/13/24,135,food_drink,0.45,,
popcorn,popcorn,pop corns',"dumb_plural_possessive, plural_possessive",9/13/24,135,food_drink,0.45,,
popcorn,popcorn,pop+corn,"singular_noun, syntax-corrected",9/13/24,135,food_drink,0.45,,
popcorn,popcorn,pop+corn's,possessive,9/13/24,135,food_drink,0.45,,
popcorn,popcorn,pop+corns,"dumb_plural, plural_noun",9/13/24,135,food_drink,0.45,,
popcorn,popcorn,pop+corns',"dumb_plural_possessive, plural_possessive",9/13/24,135,food_drink,0.45,,
popcorn,popcorn,popcorn,singular_noun,9/13/24,135,food_drink,0.45,,
popcorn,popcorn,popcorn's,possessive,9/13/24,135,food_drink,0.45,,
popcorn,popcorn,popcorns,"dumb_plural, plural_noun",9/13/24,135,food_drink,0.45,,
popcorn,popcorn,popcorns',"dumb_plural_possessive, plural_possessive",9/13/24,135,food_drink,0.45,,
popsicle,popsicle,popsicle,singular_noun,9/13/24,136,food_drink,0.35,,
popsicle,popsicle,popsicle's,possessive,9/13/24,136,food_drink,0.35,,
popsicle,popsicle,popsicles,"dumb_plural, plural_noun",9/13/24,136,food_drink,0.35,,
popsicle,popsicle,popsicles',"dumb_plural_possessive, plural_possessive",9/13/24,136,food_drink,0.35,,
porch,porch,porch,singular_noun,9/13/24,280,furniture_rooms,0.13,,
porch,porch,porch's,possessive,9/13/24,280,furniture_rooms,0.13,,
porch,porch,porches,plural_noun,9/13/24,280,furniture_rooms,0.13,,
porch,porch,porches',plural_possessive,9/13/24,280,furniture_rooms,0.13,,
porch,porch,porchs,dumb_plural,9/13/24,280,furniture_rooms,0.13,,
porch,porch,porchs',dumb_plural_possessive,9/13/24,280,furniture_rooms,0.13,,
potato,potato,potato,singular_noun,9/13/24,138,food_drink,0.4,,
potato,potato,potato's,possessive,9/13/24,138,food_drink,0.4,,
potato,potato,potatoes,plural_noun,9/13/24,138,food_drink,0.4,,
potato,potato,potatoes',plural_possessive,9/13/24,138,food_drink,0.4,,
potato,potato,potatos,dumb_plural,9/13/24,138,food_drink,0.4,,
potato,potato,potatos',dumb_plural_possessive,9/13/24,138,food_drink,0.4,,
potato chip,potato chip,potato chip,singular_noun,9/13/24,137,food_drink,0.41,,
potato chip,potato chip,potato chip's,possessive,9/13/24,137,food_drink,0.41,,
potato chip,potato chip,potato chips,"dumb_plural, plural_noun",9/13/24,137,food_drink,0.41,,
potato chip,potato chip,potato chips',"dumb_plural_possessive, plural_possessive",9/13/24,137,food_drink,0.41,,
potato chip,potato chip,potato+chip,singular_noun,9/13/24,137,food_drink,0.41,,
potato chip,potato chip,potato+chip's,possessive,9/13/24,137,food_drink,0.41,,
potato chip,potato chip,potato+chips,"dumb_plural, plural_noun",9/13/24,137,food_drink,0.41,,
potato chip,potato chip,potato+chips',"dumb_plural_possessive, plural_possessive",9/13/24,137,food_drink,0.41,,
potty,potty,potties,plural_noun,9/13/24,281,furniture_rooms,0.66,,
potty,potty,potties',plural_possessive,9/13/24,281,furniture_rooms,0.66,,
potty,potty,potty,singular_noun,9/13/24,281,furniture_rooms,0.66,,
potty,potty,potty's,possessive,9/13/24,281,furniture_rooms,0.66,,
potty,potty,pottys,dumb_plural,9/13/24,281,furniture_rooms,0.66,,
potty,potty,pottys',dumb_plural_possessive,9/13/24,281,furniture_rooms,0.66,,
present,present,present,singular_noun,9/13/24,84,toys,0.42,,
present,present,present's,possessive,9/13/24,84,toys,0.42,,
present,present,presents,"dumb_plural, plural_noun",9/13/24,84,toys,0.42,,
present,present,presents',"dumb_plural_possessive, plural_possessive",9/13/24,84,toys,0.42,,
pretzel,pretzel,pretzel,singular_noun,9/13/24,139,food_drink,0.32,,
pretzel,pretzel,pretzel's,possessive,9/13/24,139,food_drink,0.32,,
pretzel,pretzel,pretzels,"dumb_plural, plural_noun",9/13/24,139,food_drink,0.32,,
pretzel,pretzel,pretzels',"dumb_plural_possessive, plural_possessive",9/13/24,139,food_drink,0.32,,
pudding,pudding,pudding,singular_noun,9/13/24,140,food_drink,0.16,,
pudding,pudding,pudding's,possessive,9/13/24,140,food_drink,0.16,,
pudding,pudding,puddings,"dumb_plural, plural_noun",9/13/24,140,food_drink,0.16,,
pudding,pudding,puddings',"dumb_plural_possessive, plural_possessive",9/13/24,140,food_drink,0.16,,
pumpkin,pumpkin,pumpkin,singular_noun,9/13/24,141,food_drink,0.38,,
pumpkin,pumpkin,pumpkin's,possessive,9/13/24,141,food_drink,0.38,,
pumpkin,pumpkin,pumpkins,"dumb_plural, plural_noun",9/13/24,141,food_drink,0.38,,
pumpkin,pumpkin,pumpkins',"dumb_plural_possessive, plural_possessive",9/13/24,141,food_drink,0.38,,
puppy,puppy,puppies,plural_noun,9/13/24,46,animals,0.65,,
puppy,puppy,puppies',plural_possessive,9/13/24,46,animals,0.65,,
puppy,puppy,puppy,singular_noun,9/13/24,46,animals,0.65,,
puppy,puppy,puppy's,possessive,9/13/24,46,animals,0.65,,
puppy,puppy,puppys,dumb_plural,9/13/24,46,animals,0.65,,
puppy,puppy,puppys',dumb_plural_possessive,9/13/24,46,animals,0.65,,
purse,purse,purse,singular_noun,9/13/24,246,household,0.37,,
purse,purse,purse's,possessive,9/13/24,246,household,0.37,,
purse,purse,purses,"dumb_plural, plural_noun",9/13/24,246,household,0.37,,
purse,purse,purses',"dumb_plural_possessive, plural_possessive",9/13/24,246,household,0.37,,
puzzle,puzzle,puzzle,singular_noun,9/13/24,85,toys,0.48,,
puzzle,puzzle,puzzle's,possessive,9/13/24,85,toys,0.48,,
puzzle,puzzle,puzzles,"dumb_plural, plural_noun",9/13/24,85,toys,0.48,,
puzzle,puzzle,puzzles',"dumb_plural_possessive, plural_possessive",9/13/24,85,toys,0.48,,
radio,radio,radio,singular_noun,9/13/24,247,household,0.19,,
radio,radio,radio's,possessive,9/13/24,247,household,0.19,,
radio,radio,radios,"dumb_plural, plural_noun",9/13/24,247,household,0.19,,
radio,radio,radios',"dumb_plural_possessive, plural_possessive",9/13/24,247,household,0.19,,
rain,rain,rain,singular_noun,9/13/24,305,outside,0.63,,
rain,rain,rain's,possessive,9/13/24,305,outside,0.63,,
rain,rain,rains,"dumb_plural, plural_noun",9/13/24,305,outside,0.63,,
rain,rain,rains',"dumb_plural_possessive, plural_possessive",9/13/24,305,outside,0.63,,
raisin,raisin,raisin,singular_noun,9/13/24,142,food_drink,0.43,,
raisin,raisin,raisin's,possessive,9/13/24,142,food_drink,0.43,,
raisin,raisin,raisins,"dumb_plural, plural_noun",9/13/24,142,food_drink,0.43,,
raisin,raisin,raisins',"dumb_plural_possessive, plural_possessive",9/13/24,142,food_drink,0.43,,
refrigerator,refrigerator,refrigerator,singular_noun,9/13/24,283,furniture_rooms,0.37,,
refrigerator,refrigerator,refrigerator's,possessive,9/13/24,283,furniture_rooms,0.37,,
refrigerator,refrigerator,refrigerators,"dumb_plural, plural_noun",9/13/24,283,furniture_rooms,0.37,,
refrigerator,refrigerator,refrigerators',"dumb_plural_possessive, plural_possessive",9/13/24,283,furniture_rooms,0.37,,
rock,rock,rock,singular_noun,9/13/24,306,outside,0.6,,
rock,rock,rock's,possessive,9/13/24,306,outside,0.6,,
rock,rock,rocks,"dumb_plural, plural_noun",9/13/24,306,outside,0.6,,
rock,rock,rocks',"dumb_plural_possessive, plural_possessive",9/13/24,306,outside,0.6,,
rocking chair,rocking chair,rocking chair,singular_noun,9/13/24,282,furniture_rooms,0.25,,
rocking chair,rocking chair,rocking chair's,possessive,9/13/24,282,furniture_rooms,0.25,,
rocking chair,rocking chair,rocking chairs,"dumb_plural, plural_noun",9/13/24,282,furniture_rooms,0.25,,
rocking chair,rocking chair,rocking chairs',"dumb_plural_possessive, plural_possessive",9/13/24,282,furniture_rooms,0.25,,
rocking chair,rocking chair,rocking+chair,singular_noun,9/13/24,282,furniture_rooms,0.25,,
rocking chair,rocking chair,rocking+chair's,possessive,9/13/24,282,furniture_rooms,0.25,,
rocking chair,rocking chair,rocking+chairs,"dumb_plural, plural_noun",9/13/24,282,furniture_rooms,0.25,,
rocking chair,rocking chair,rocking+chairs',"dumb_plural_possessive, plural_possessive",9/13/24,282,furniture_rooms,0.25,,
roof,roof,roof,singular_noun,9/13/24,307,outside,0.18,,
roof,roof,roof's,possessive,9/13/24,307,outside,0.18,,
roof,roof,roofs,"dumb_plural, plural_noun",9/13/24,307,outside,0.18,,
roof,roof,roofs',"dumb_plural_possessive, plural_possessive",9/13/24,307,outside,0.18,,
room,room,room,singular_noun,9/13/24,284,furniture_rooms,0.43,,
room,room,room's,possessive,9/13/24,284,furniture_rooms,0.43,,
room,room,rooms,"dumb_plural, plural_noun",9/13/24,284,furniture_rooms,0.43,,
room,room,rooms',"dumb_plural_possessive, plural_possessive",9/13/24,284,furniture_rooms,0.43,,
rooster,rooster,rooster,singular_noun,9/13/24,47,animals,0.25,,
rooster,rooster,rooster's,possessive,9/13/24,47,animals,0.25,,
rooster,rooster,roosters,"dumb_plural, plural_noun",9/13/24,47,animals,0.25,,
rooster,rooster,roosters',"dumb_plural_possessive, plural_possessive",9/13/24,47,animals,0.25,,
salt,salt,salt,singular_noun,9/13/24,143,food_drink,0.22,,
salt,salt,salt's,possessive,9/13/24,143,food_drink,0.22,,
salt,salt,salts,"dumb_plural, plural_noun",9/13/24,143,food_drink,0.22,,
salt,salt,salts',"dumb_plural_possessive, plural_possessive",9/13/24,143,food_drink,0.22,,
sandbox,sandbox,sand box,"singular_noun, syntax-corrected",9/13/24,308,outside,0.27,,
sandbox,sandbox,sand box's,possessive,9/13/24,308,outside,0.27,,
sandbox,sandbox,sand boxes,plural_noun,9/13/24,308,outside,0.27,,
sandbox,sandbox,sand boxes',plural_possessive,9/13/24,308,outside,0.27,,
sandbox,sandbox,sand boxs,dumb_plural,9/13/24,308,outside,0.27,,
sandbox,sandbox,sand boxs',dumb_plural_possessive,9/13/24,308,outside,0.27,,
sandbox,sandbox,sand+box,"singular_noun, syntax-corrected",9/13/24,308,outside,0.27,,
sandbox,sandbox,sand+box's,possessive,9/13/24,308,outside,0.27,,
sandbox,sandbox,sand+boxes,plural_noun,9/13/24,308,outside,0.27,,
sandbox,sandbox,sand+boxes',plural_possessive,9/13/24,308,outside,0.27,,
sandbox,sandbox,sand+boxs,dumb_plural,9/13/24,308,outside,0.27,,
sandbox,sandbox,sand+boxs',dumb_plural_possessive,9/13/24,308,outside,0.27,,
sandbox,sandbox,sandbox,singular_noun,9/13/24,308,outside,0.27,,
sandbox,sandbox,sandbox's,possessive,9/13/24,308,outside,0.27,,
sandbox,sandbox,sandboxes,plural_noun,9/13/24,308,outside,0.27,,
sandbox,sandbox,sandboxes',plural_possessive,9/13/24,308,outside,0.27,,
sandbox,sandbox,sandboxs,dumb_plural,9/13/24,308,outside,0.27,,
sandbox,sandbox,sandboxs',dumb_plural_possessive,9/13/24,308,outside,0.27,,
sandwich,sandwich,sandwich,singular_noun,9/13/24,144,food_drink,0.43,,
sandwich,sandwich,sandwich's,possessive,9/13/24,144,food_drink,0.43,,
sandwich,sandwich,sandwiches,plural_noun,9/13/24,144,food_drink,0.43,,
sandwich,sandwich,sandwiches',plural_possessive,9/13/24,144,food_drink,0.43,,
sandwich,sandwich,sandwichs,dumb_plural,9/13/24,144,food_drink,0.43,,
sandwich,sandwich,sandwichs',dumb_plural_possessive,9/13/24,144,food_drink,0.43,,
sauce,sauce,sauce,singular_noun,9/13/24,145,food_drink,0.31,,
sauce,sauce,sauce's,possessive,9/13/24,145,food_drink,0.31,,
sauce,sauce,sauces,"dumb_plural, plural_noun",9/13/24,145,food_drink,0.31,,
sauce,sauce,sauces',"dumb_plural_possessive, plural_possessive",9/13/24,145,food_drink,0.31,,
scarf,scarf,scarf,singular_noun,9/13/24,172,clothing,0.16,,
scarf,scarf,scarf's,possessive,9/13/24,172,clothing,0.16,,
scarf,scarf,scarfs,dumb_plural,9/13/24,172,clothing,0.16,,
scarf,scarf,scarfs',dumb_plural_possessive,9/13/24,172,clothing,0.16,,
scarf,scarf,scarves,plural_noun,9/13/24,172,clothing,0.16,,
scarf,scarf,scarves',plural_possessive,9/13/24,172,clothing,0.16,,
school,school,school,singular_noun,9/13/24,341,places,0.49,,
school,school,school's,possessive,9/13/24,341,places,0.49,,
school,school,schools,"dumb_plural, plural_noun",9/13/24,341,places,0.49,,
school,school,schools',"dumb_plural_possessive, plural_possessive",9/13/24,341,places,0.49,,
scissors,scissors,scissors,"plural_noun, singular_noun",9/13/24,248,household,0.34,,
scissors,scissors,scissors',plural_possessive,9/13/24,248,household,0.34,,
scissors,scissors,scissors's,possessive,9/13/24,248,household,0.34,,
scissors,scissors,scissorss,dumb_plural,9/13/24,248,household,0.34,,
scissors,scissors,scissorss',dumb_plural_possessive,9/13/24,248,household,0.34,,
sheep,sheep,sheep,"plural_noun, singular_noun",9/13/24,48,animals,0.55,,
sheep,sheep,sheep's,possessive,9/13/24,48,animals,0.55,,
sheep,sheep,sheeps,dumb_plural,9/13/24,48,animals,0.55,,
sheep,sheep,sheeps',"dumb_plural_possessive, plural_possessive",9/13/24,48,animals,0.55,,
shirt,shirt,shirt,singular_noun,9/13/24,173,clothing,0.65,,
shirt,shirt,shirt's,possessive,9/13/24,173,clothing,0.65,,
shirt,shirt,shirts,"dumb_plural, plural_noun",9/13/24,173,clothing,0.65,,
shirt,shirt,shirts',"dumb_plural_possessive, plural_possessive",9/13/24,173,clothing,0.65,,
shoe,shoe,shoe,singular_noun,9/13/24,174,clothing,0.89,,
shoe,shoe,shoe's,possessive,9/13/24,174,clothing,0.89,,
shoe,shoe,shoes,"dumb_plural, plural_noun",9/13/24,174,clothing,0.89,,
shoe,shoe,shoes',"dumb_plural_possessive, plural_possessive",9/13/24,174,clothing,0.89,,
shorts,shorts,short,singular_noun,9/13/24,175,clothing,0.42,,
shorts,shorts,short's,possessive,9/13/24,175,clothing,0.42,,
shorts,shorts,shorts,"dumb_plural, plural_noun",9/13/24,175,clothing,0.42,,
shorts,shorts,shorts',dumb_plural_possessive,9/13/24,175,clothing,0.42,,
shorts,shorts,shortss,plural_noun,9/13/24,175,clothing,0.42,,
shorts,shorts,shortss',plural_possessive,9/13/24,175,clothing,0.42,,
shoulder,shoulder,shoulder,singular_noun,9/13/24,205,body_parts,0.3,,
shoulder,shoulder,shoulder's,possessive,9/13/24,205,body_parts,0.3,,
shoulder,shoulder,shoulders,"dumb_plural, plural_noun",9/13/24,205,body_parts,0.3,,
shoulder,shoulder,shoulders',"dumb_plural_possessive, plural_possessive",9/13/24,205,body_parts,0.3,,
shovel,shovel,shovel,singular_noun,9/13/24,309,outside,0.38,,
shovel,shovel,shovel's,possessive,9/13/24,309,outside,0.38,,
shovel,shovel,shovels,"dumb_plural, plural_noun",9/13/24,309,outside,0.38,,
shovel,shovel,shovels',"dumb_plural_possessive, plural_possessive",9/13/24,309,outside,0.38,,
shower,shower,shower,singular_noun,9/13/24,285,furniture_rooms,0.48,,
shower,shower,shower's,possessive,9/13/24,285,furniture_rooms,0.48,,
shower,shower,showers,"dumb_plural, plural_noun",9/13/24,285,furniture_rooms,0.48,,
shower,shower,showers',"dumb_plural_possessive, plural_possessive",9/13/24,285,furniture_rooms,0.48,,
sidewalk,sidewalk,side walk,"singular_noun, syntax-corrected",9/13/24,310,outside,0.25,,
sidewalk,sidewalk,side walk's,possessive,9/13/24,310,outside,0.25,,
sidewalk,sidewalk,side walks,"dumb_plural, plural_noun",9/13/24,310,outside,0.25,,
sidewalk,sidewalk,side walks',"dumb_plural_possessive, plural_possessive",9/13/24,310,outside,0.25,,
sidewalk,sidewalk,side+walk,"singular_noun, syntax-corrected",9/13/24,310,outside,0.25,,
sidewalk,sidewalk,side+walk's,possessive,9/13/24,310,outside,0.25,,
sidewalk,sidewalk,side+walks,"dumb_plural, plural_noun",9/13/24,310,outside,0.25,,
sidewalk,sidewalk,side+walks',"dumb_plural_possessive, plural_possessive",9/13/24,310,outside,0.25,,
sidewalk,sidewalk,sidewalk,singular_noun,9/13/24,310,outside,0.25,,
sidewalk,sidewalk,sidewalk's,possessive,9/13/24,310,outside,0.25,,
sidewalk,sidewalk,sidewalks,"dumb_plural, plural_noun",9/13/24,310,outside,0.25,,
sidewalk,sidewalk,sidewalks',"dumb_plural_possessive, plural_possessive",9/13/24,310,outside,0.25,,
sink,sink,sink,singular_noun,9/13/24,286,furniture_rooms,0.4,,
sink,sink,sink's,possessive,9/13/24,286,furniture_rooms,0.4,,
sink,sink,sinks,"dumb_plural, plural_noun",9/13/24,286,furniture_rooms,0.4,,
sink,sink,sinks',"dumb_plural_possessive, plural_possessive",9/13/24,286,furniture_rooms,0.4,,
sister,sister,sister,singular_noun,9/13/24,373,people,0.33,,
sister,sister,sister's,possessive,9/13/24,373,people,0.33,,
sister,sister,sisters,"dumb_plural, plural_noun",9/13/24,373,people,0.33,,
sister,sister,sisters',"dumb_plural_possessive, plural_possessive",9/13/24,373,people,0.33,,
sky,sky,skies,plural_noun,9/13/24,311,outside,0.47,,
sky,sky,skies',plural_possessive,9/13/24,311,outside,0.47,,
sky,sky,sky,singular_noun,9/13/24,311,outside,0.47,,
sky,sky,sky's,possessive,9/13/24,311,outside,0.47,,
sky,sky,skys,dumb_plural,9/13/24,311,outside,0.47,,
sky,sky,skys',dumb_plural_possessive,9/13/24,311,outside,0.47,,
sled,sled,sled,singular_noun,9/13/24,64,vehicles,0.18,,
sled,sled,sled's,possessive,9/13/24,64,vehicles,0.18,,
sled,sled,sleds,"dumb_plural, plural_noun",9/13/24,64,vehicles,0.18,,
sled,sled,sleds',"dumb_plural_possessive, plural_possessive",9/13/24,64,vehicles,0.18,,
slide (object),slide,slide,singular_noun,9/13/24,312,outside,0.54,,
slide (object),slide,slide's,possessive,9/13/24,312,outside,0.54,,
slide (object),slide,slides,"dumb_plural, plural_noun",9/13/24,312,outside,0.54,,
slide (object),slide,slides',"dumb_plural_possessive, plural_possessive",9/13/24,312,outside,0.54,,
slipper,slipper,slipper,singular_noun,9/13/24,176,clothing,0.31,,
slipper,slipper,slipper's,possessive,9/13/24,176,clothing,0.31,,
slipper,slipper,slippers,"dumb_plural, plural_noun",9/13/24,176,clothing,0.31,,
slipper,slipper,slippers',"dumb_plural_possessive, plural_possessive",9/13/24,176,clothing,0.31,,
sneaker,sneaker,sneaker,singular_noun,9/13/24,177,clothing,0.18,,
sneaker,sneaker,sneaker's,possessive,9/13/24,177,clothing,0.18,,
sneaker,sneaker,sneakers,"dumb_plural, plural_noun",9/13/24,177,clothing,0.18,,
sneaker,sneaker,sneakers',"dumb_plural_possessive, plural_possessive",9/13/24,177,clothing,0.18,,
snow,snow,snow,singular_noun,9/13/24,313,outside,0.49,,
snow,snow,snow's,possessive,9/13/24,313,outside,0.49,,
snow,snow,snows,"dumb_plural, plural_noun",9/13/24,313,outside,0.49,,
snow,snow,snows',"dumb_plural_possessive, plural_possessive",9/13/24,313,outside,0.49,,
snowman,snowman,snow man,"singular_noun, syntax-corrected",9/13/24,314,outside,0.32,,
snowman,snowman,snow man's,possessive,9/13/24,314,outside,0.32,,
snowman,snowman,snow mans,dumb_plural,9/13/24,314,outside,0.32,,
snowman,snowman,snow mans',dumb_plural_possessive,9/13/24,314,outside,0.32,,
snowman,snowman,snow men,plural_noun,9/13/24,314,outside,0.32,,
snowman,snowman,snow mens',plural_possessive,9/13/24,314,outside,0.32,,
snowman,snowman,snow+man,"singular_noun, syntax-corrected",9/13/24,314,outside,0.32,,
snowman,snowman,snow+man's,possessive,9/13/24,314,outside,0.32,,
snowman,snowman,snow+mans,dumb_plural,9/13/24,314,outside,0.32,,
snowman,snowman,snow+mans',dumb_plural_possessive,9/13/24,314,outside,0.32,,
snowman,snowman,snow+men,plural_noun,9/13/24,314,outside,0.32,,
snowman,snowman,snow+mens',plural_possessive,9/13/24,314,outside,0.32,,
snowman,snowman,snowman,singular_noun,9/13/24,314,outside,0.32,,
snowman,snowman,snowman's,possessive,9/13/24,314,outside,0.32,,
snowman,snowman,snowmans,dumb_plural,9/13/24,314,outside,0.32,,
snowman,snowman,snowmans',dumb_plural_possessive,9/13/24,314,outside,0.32,,
snowman,snowman,snowmen,plural_noun,9/13/24,314,outside,0.32,,
snowman,snowman,snowmens',plural_possessive,9/13/24,314,outside,0.32,,
snowsuit,snowsuit,snow suit,"singular_noun, syntax-corrected",9/13/24,178,clothing,0.11,,
snowsuit,snowsuit,snow suit's,possessive,9/13/24,178,clothing,0.11,,
snowsuit,snowsuit,snow suits,"dumb_plural, plural_noun",9/13/24,178,clothing,0.11,,
snowsuit,snowsuit,snow suits',"dumb_plural_possessive, plural_possessive",9/13/24,178,clothing,0.11,,
snowsuit,snowsuit,snow+suit,"singular_noun, syntax-corrected",9/13/24,178,clothing,0.11,,
snowsuit,snowsuit,snow+suit's,possessive,9/13/24,178,clothing,0.11,,
snowsuit,snowsuit,snow+suits,"dumb_plural, plural_noun",9/13/24,178,clothing,0.11,,
snowsuit,snowsuit,snow+suits',"dumb_plural_possessive, plural_possessive",9/13/24,178,clothing,0.11,,
snowsuit,snowsuit,snowsuit,singular_noun,9/13/24,178,clothing,0.11,,
snowsuit,snowsuit,snowsuit's,possessive,9/13/24,178,clothing,0.11,,
snowsuit,snowsuit,snowsuits,"dumb_plural, plural_noun",9/13/24,178,clothing,0.11,,
snowsuit,snowsuit,snowsuits',"dumb_plural_possessive, plural_possessive",9/13/24,178,clothing,0.11,,
soap,soap,soap,singular_noun,9/13/24,249,household,0.58,,
soap,soap,soap's,possessive,9/13/24,249,household,0.58,,
soap,soap,soaps,"dumb_plural, plural_noun",9/13/24,249,household,0.58,,
soap,soap,soaps',"dumb_plural_possessive, plural_possessive",9/13/24,249,household,0.58,,
sock,sock,sock,singular_noun,9/13/24,179,clothing,0.69,,
sock,sock,sock's,possessive,9/13/24,179,clothing,0.69,,
sock,sock,socks,"dumb_plural, plural_noun",9/13/24,179,clothing,0.69,,
sock,sock,socks',"dumb_plural_possessive, plural_possessive",9/13/24,179,clothing,0.69,,
